page,block_id,raw_label,content_preview,bbox,role,role_confidence,evidence,seed_role,seed_confidence,zone,style_family,marker_type,render_default,index_default
15,3,reference_content,"85. Scheller, E. L. et al. Bone marrow adipocytes resist lipolysis and remodeling in response to  $ \beta $-adrenergic stimulation. Bone 118, 32–41 (2019).","[77.0, 290.0, 582.0, 320.0]",reference_item,0.85,"[""reference content label: 85. Scheller, E. L. et al. Bone marrow adipocytes resist lip""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,4,reference_content,"86. Schipani, E. et al. Hypoxia in cartilage: HIF-1α is essential for chondrocyte growth arrest and survival. Genes. Dev. 15, 2865–2876 (2001).","[77.0, 321.0, 579.0, 352.0]",reference_item,0.85,"[""reference content label: 86. Schipani, E. et al. Hypoxia in cartilage: HIF-1\u03b1 is esse""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,5,reference_content,"87. Maes, C. et al. VEGF-independent cell-autonomous functions of HIF-1α regulating oxygen consumption in fetal cartilage are critical for chondrocyte survival. J. Bone Miner. Res. 27, 596–609 (2012).","[77.0, 353.0, 590.0, 398.0]",reference_item,0.85,"[""reference content label: 87. Maes, C. et al. VEGF-independent cell-autonomous functio""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,6,reference_content,"88. Yao, Q. et al. Suppressing mitochondrial respiration is critical for hypoxia tolerance in the fetal growth plate. Dev. Cell 49, 748–763.e7 (2019).","[77.0, 401.0, 588.0, 431.0]",reference_item,0.85,"[""reference content label: 88. Yao, Q. et al. Suppressing mitochondrial respiration is ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,7,reference_content,"89. Stegen, S. et al. HIF-1 $ \alpha $ metabolically controls collagen synthesis and modification in chondrocytes. Nature 565, 511–515 (2019).","[77.0, 433.0, 566.0, 463.0]",reference_item,0.85,"[""reference content label: 89. Stegen, S. et al. HIF-1 $ \\alpha $ metabolically control""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,8,reference_content,"90. Lin, C. et al. Impaired mitochondrial oxidative metabolism in skeletal progenitor cells leads to musculoskeletal disintegration. Nat. Commun. 13, 6869 (2022).","[77.0, 465.0, 570.0, 495.0]",reference_item,0.85,"[""reference content label: 90. Lin, C. et al. Impaired mitochondrial oxidative metaboli""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,9,reference_content,"91. Zhang, F. et al. An extra-erythrocyte role of haemoglobin body in chondrocyte hypoxia adaptation. Nature 622, 834–841 (2023).","[77.0, 497.0, 576.0, 527.0]",reference_item,0.85,"[""reference content label: 91. Zhang, F. et al. An extra-erythrocyte role of haemoglobi""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,10,reference_content,"92. Stegen, S. et al. De novo serine synthesis regulates chondrocyte proliferation during bone development and repair. Bone Res. 10, 14 (2022).","[77.0, 529.0, 565.0, 559.0]",reference_item,0.85,"[""reference content label: 92. Stegen, S. et al. De novo serine synthesis regulates cho""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,11,reference_content,"93. Stegen, S., van Gastel, N. & Carmeliet, G. Bringing new life to damaged bone: the importance of angiogenesis in bone repair and regeneration. Bone 70, 19–27 (2015).","[77.0, 561.0, 560.0, 591.0]",reference_item,0.85,"[""reference content label: 93. Stegen, S., van Gastel, N. & Carmeliet, G. Bringing new ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,12,reference_content,"94. Godman, G. C. & Porter, K. R. Chondrogenesis, studied with the electron microscope. J. Biophys. Biochem. Cytol. 8, 719–760 (1960).","[78.0, 593.0, 568.0, 624.0]",reference_item,0.85,"[""reference content label: 94. Godman, G. C. & Porter, K. R. Chondrogenesis, studied wi""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,13,reference_content,"95. Pathmanapan, S. et al. Mutant IDH regulates glycogen metabolism from early cartilage development to malignant chondrosarcoma formation. Cell Rep. 42, 112578 (2023).","[78.0, 625.0, 578.0, 656.0]",reference_item,0.85,"[""reference content label: 95. Pathmanapan, S. et al. Mutant IDH regulates glycogen met""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,14,reference_content,"96. Torzilli, P. A., Grande, D. A. & Arduino, J. M. Diffusive properties of immature articular cartilage. J. Biomed. Mater. Res. 40, 132–138 (1998).","[78.0, 657.0, 563.0, 687.0]",reference_item,0.85,"[""reference content label: 96. Torzilli, P. A., Grande, D. A. & Arduino, J. M. Diffusiv""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,15,reference_content,"97. Prendeville, H. & Lynch, L. Diet, lipids, and antitumor immunity. Cell Mol. Immunol. 19, 432–444 (2022).","[78.0, 689.0, 574.0, 719.0]",reference_item,0.85,"[""reference content label: 97. Prendeville, H. & Lynch, L. Diet, lipids, and antitumor ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,16,reference_content,"98. Kikuchi, M. et al. Crucial role of Elovl6 in chondrocyte growth and differentiation during growth plate development in mice. PLoS ONE 11, e0159375 (2016).","[78.0, 721.0, 580.0, 752.0]",reference_item,0.85,"[""reference content label: 98. Kikuchi, M. et al. Crucial role of Elovl6 in chondrocyte""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,17,reference_content,"99. Tsushima, H. et al. Intracellular biosynthesis of lipids and cholesterol by Scap and Insig in mesenchymal cells regulates long bone growth and chondrocyte homeostasis. Development 145, dev162396 (","[77.0, 754.0, 577.0, 799.0]",reference_item,0.85,"[""reference content label: 99. Tsushima, H. et al. Intracellular biosynthesis of lipids""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,18,reference_content,"100. Park-Min, K. H. et al. Inhibition of osteoclastogenesis and inflammatory bone resorption by targeting BET proteins and epigenetic regulation. Nat. Commun. 5, 5418 (2014).","[78.0, 801.0, 580.0, 833.0]",reference_item,0.85,"[""reference content label: 100. Park-Min, K. H. et al. Inhibition of osteoclastogenesis""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,19,reference_content,"101. Ishii, K. A. et al. Coordination of PGC-1 $ \beta $ and iron uptake in mitochondrial biogenesis and osteoclast activation. Nat. Med. 15, 259–266 (2009).","[78.0, 833.0, 584.0, 864.0]",reference_item,0.85,"[""reference content label: 101. Ishii, K. A. et al. Coordination of PGC-1 $ \\beta $ and""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,20,reference_content,"102. Bae, S. et al. MYC-dependent oxidative metabolism regulates osteoclastogenesis via nuclear receptor ERRa. J. Clin. Invest. 127, 2555–2568 (2017).","[77.0, 865.0, 568.0, 896.0]",reference_item,0.85,"[""reference content label: 102. Bae, S. et al. MYC-dependent oxidative metabolism regul""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,21,reference_content,"103. Zhang, Y. et al. PGC1β organizes the osteoclast cytoskeleton by mitochondrial biogenesis and activation. J. Bone Miner. Res. 33, 1114–1125 (2018).","[78.0, 897.0, 531.0, 928.0]",reference_item,0.85,"[""reference content label: 103. Zhang, Y. et al. PGC1\u03b2 organizes the osteoclast cytoske""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,22,reference_content,"104. Jin, Z., Wei, W., Yang, M., Du, Y. & Wan, Y. Mitochondrial complex I activity suppresses inflammation and enhances bone resorption by shifting macrophage-osteoclast polarization. Cell Metab. 20, ","[78.0, 929.0, 565.0, 976.0]",reference_item,0.85,"[""reference content label: 104. Jin, Z., Wei, W., Yang, M., Du, Y. & Wan, Y. Mitochondr""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,23,reference_content,"105. Kushwaha, P. et al. Mitochondrial fatty acid  $ \beta $-oxidation is important for normal osteoclast formation in growing female mice. Front. Physiol. 13, 997358 (2022).","[78.0, 977.0, 590.0, 1009.0]",reference_item,0.85,"[""reference content label: 105. Kushwaha, P. et al. Mitochondrial fatty acid  $ \\beta $""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,24,reference_content,"106. Kim, H. N. et al. Estrogens decrease osteoclast number by attenuating mitochondria oxidative phosphorylation and ATP production in early osteoclast precursors. Sci. Rep. 10, 11933 (2020).","[77.0, 1010.0, 575.0, 1055.0]",reference_item,0.85,"[""reference content label: 106. Kim, H. N. et al. Estrogens decrease osteoclast number ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,25,reference_content,"107. Nishikawa, K. et al. DNA methyltransferase 3a regulates osteoclast differentiation by coupling to an S-adenosylmethionine-producing metabolic pathway. Nat. Med. 21, 281–287 (2015).","[78.0, 1057.0, 562.0, 1102.0]",reference_item,0.85,"[""reference content label: 107. Nishikawa, K. et al. DNA methyltransferase 3a regulates""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,26,reference_content,"108. Kurotaki, D., Yoshida, H. & Tamura, T. Epigenetic and transcriptional regulation of osteoclast differentiation. Bone 138, 115471 (2020).","[78.0, 1104.0, 546.0, 1136.0]",reference_item,0.85,"[""reference content label: 108. Kurotaki, D., Yoshida, H. & Tamura, T. Epigenetic and t""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,27,reference_content,"109. Rohatgi, N. et al. BAP1 promotes osteoclast function by metabolic reprogramming. Nat. Commun. 14, 5923 (2023).","[77.0, 1137.0, 555.0, 1168.0]",reference_item,0.85,"[""reference content label: 109. Rohatgi, N. et al. BAP1 promotes osteoclast function by""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,28,reference_content,"110. Li, B. et al. Both aerobic glycolysis and mitochondrial respiration are required for osteoclast differentiation. FASEB J. 34, 11058–11067 (2020).","[78.0, 1169.0, 545.0, 1201.0]",reference_item,0.85,"[""reference content label: 110. Li, B. et al. Both aerobic glycolysis and mitochondrial""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,29,reference_content,"111. Indo, Y. et al. Metabolic regulation of osteoclast differentiation and function. J. Bone Miner. Res. 28, 2392–2399 (2013).","[78.0, 1201.0, 562.0, 1232.0]",reference_item,0.85,"[""reference content label: 111. Indo, Y. et al. Metabolic regulation of osteoclast diff""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,30,reference_content,"112. Arnett, T. R. & Orriss, I. R. Metabolic properties of the osteoclast. Bone 115, 25–30 (2018).","[77.0, 1233.0, 584.0, 1250.0]",reference_item,0.85,"[""reference content label: 112. Arnett, T. R. & Orriss, I. R. Metabolic properties of t""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,31,reference_content,"113. Stegen, S., Moermans, K., Stockmans, I., Thienpont, B. & Carmeliet, G. The serine synthesis pathway drives osteoclast differentiation through epigenetic regulation of NFATc1 expression. Nat. Meta","[77.0, 1251.0, 569.0, 1295.0]",reference_item,0.85,"[""reference content label: 113. Stegen, S., Moermans, K., Stockmans, I., Thienpont, B. ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,32,reference_content,"114. Ozaki, K. et al. The L-type amino acid transporter LAT1 inhibits osteoclastogenesis and maintains bone homeostasis through the mTORC1 pathway. Sci. Signal 12, eaaw3921 (2019).","[77.0, 1297.0, 572.0, 1342.0]",reference_item,0.85,"[""reference content label: 114. Ozaki, K. et al. The L-type amino acid transporter LAT1""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,33,reference_content,"115. Go, M. et al. BCAT1 promotes osteoclast maturation by regulating branched-chain amino acid metabolism. Exp. Mol. Med. 54, 825–833 (2022).","[77.0, 1344.0, 588.0, 1376.0]",reference_item,0.85,"[""reference content label: 115. Go, M. et al. BCAT1 promotes osteoclast maturation by r""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,34,reference_content,"116. Pereira, M. et al. A trans-eQTL network regulates osteoclast multinucleation and bone mass. Elife 9, e55549 (2020).","[77.0, 1377.0, 573.0, 1408.0]",reference_item,0.85,"[""reference content label: 116. Pereira, M. et al. A trans-eQTL network regulates osteo""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,35,reference_content,"117. Brunner, J. S. et al. Environmental arginine controls multinuclear giant cell metabolism and formation. Nat. Commun. 11, 431 (2020).","[77.0, 1408.0, 576.0, 1439.0]",reference_item,0.85,"[""reference content label: 117. Brunner, J. S. et al. Environmental arginine controls m""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,36,reference_content,"118. Cao, S. et al. L-arginine metabolism inhibits arthritis and inflammatory bone loss. Ann. Rheum. Dis. 83, 72–87 (2023).","[78.0, 1440.0, 571.0, 1471.0]",reference_item,0.85,"[""reference content label: 118. Cao, S. et al. L-arginine metabolism inhibits arthritis""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,37,reference_content,"119. Mobasheri, A. et al. The role of metabolism in the pathogenesis of osteoarthritis. Nat. Rev. Rheumatol. 13, 302–311 (2017).","[609.0, 224.0, 1122.0, 255.0]",reference_item,0.85,"[""reference content label: 119. Mobasheri, A. et al. The role of metabolism in the path""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,38,reference_content,"120. Zheng, L., Zhang, Z., Sheng, P. & Mobasheri, A. The role of metabolism in chondrocyte dysfunction and the progression of osteoarthritis. Ageing Res. Rev. 66, 101249 (2021).","[610.0, 257.0, 1107.0, 288.0]",reference_item,0.85,"[""reference content label: 120. Zheng, L., Zhang, Z., Sheng, P. & Mobasheri, A. The rol""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,39,reference_content,"121. Arra, M. et al. LDHA-mediated ROS generation in chondrocytes is a potential therapeutic target for osteoarthritis. Nat. Commun. 11, 3427 (2020).","[610.0, 290.0, 1119.0, 320.0]",reference_item,0.85,"[""reference content label: 121. Arra, M. et al. LDHA-mediated ROS generation in chondro""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,40,reference_content,"122. Li, K. et al. Impaired glucose metabolism underlies articular cartilage degeneration in osteoarthritis. FASEB J. 36, e22377 (2022).","[609.0, 321.0, 1103.0, 351.0]",reference_item,0.85,"[""reference content label: 122. Li, K. et al. Impaired glucose metabolism underlies art""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,41,reference_content,"123. Wang, C. et al. Deletion of Glut1 in early postnatal cartilage reprograms chondrocytes toward enhanced glutamine oxidation. Bone Res. 9, 38 (2021).","[609.0, 353.0, 1104.0, 383.0]",reference_item,0.85,"[""reference content label: 123. Wang, C. et al. Deletion of Glut1 in early postnatal ca""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,42,reference_content,"124. Choi, W. S. et al. The CH25H-CYP7B1-RORα axis of cholesterol metabolism regulates osteoarthritis. Nature 566, 254–258 (2019).","[610.0, 385.0, 1101.0, 415.0]",reference_item,0.85,"[""reference content label: 124. Choi, W. S. et al. The CH25H-CYP7B1-ROR\u03b1 axis of choles""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,43,reference_content,"125. Ratneswaran, A. et al. Peroxisome proliferator-activated receptor δ promotes the progression of posttraumatic osteoarthritis in a mouse model. Arthritis Rheumatol. 67, 454–464 (2015).","[610.0, 417.0, 1106.0, 462.0]",reference_item,0.85,"[""reference content label: 125. Ratneswaran, A. et al. Peroxisome proliferator-activate""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,44,reference_content,"126. Choi, W. S. et al. Critical role for arginase II in osteoarthritis pathogenesis. Ann. Rheum. Dis. 78, 421–428 (2019).","[611.0, 465.0, 1107.0, 496.0]",reference_item,0.85,"[""reference content label: 126. Choi, W. S. et al. Critical role for arginase II in ost""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,45,reference_content,"127. Napoli, N. et al. Mechanisms of diabetes mellitus-induced bone fragility. Nat. Rev. Endocrinol. 13, 208–219 (2017).","[611.0, 497.0, 1081.0, 527.0]",reference_item,0.85,"[""reference content label: 127. Napoli, N. et al. Mechanisms of diabetes mellitus-induc""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,46,reference_content,"128. Yamamoto, M. & Sugimoto, T. Advanced glycation end products, diabetes, and bone strength. Curr. Osteoporos. Rep. 14, 320–326 (2016).","[611.0, 529.0, 1100.0, 559.0]",reference_item,0.85,"[""reference content label: 128. Yamamoto, M. & Sugimoto, T. Advanced glycation end prod""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,47,reference_content,"129. Ji, X. et al. Genetic activation of glycolysis in osteoblasts preserves bone mass in type I diabetes. Cell Chem. Biol. 30, 1053–1063.e5 (2023).","[611.0, 562.0, 1111.0, 591.0]",reference_item,0.85,"[""reference content label: 129. Ji, X. et al. Genetic activation of glycolysis in osteo""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,48,reference_content,"130. Song, F. et al. Osteoblast-intrinsic defect in glucose metabolism impairs bone formation in type II diabetic male mice. Elife 12, e85714 (2023).","[611.0, 594.0, 1118.0, 623.0]",reference_item,0.85,"[""reference content label: 130. Song, F. et al. Osteoblast-intrinsic defect in glucose ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,49,reference_content,"131. Bergers, G. & Fendt, S. M. The metabolism of cancer cells during metastasis. Nat. Rev. Cancer 21, 162–180 (2021).","[611.0, 625.0, 1104.0, 656.0]",reference_item,0.85,"[""reference content label: 131. Bergers, G. & Fendt, S. M. The metabolism of cancer cel""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,50,reference_content,"132. Stine, Z. E., Schug, Z. T., Salvino, J. M. & Dang, C. V. Targeting cancer metabolism in the era of precision oncology. Nat. Rev. Drug. Discov. 21, 141–162 (2022).","[611.0, 657.0, 1111.0, 688.0]",reference_item,0.85,"[""reference content label: 132. Stine, Z. E., Schug, Z. T., Salvino, J. M. & Dang, C. V""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,51,reference_content,"133. Makhoul, I., Montgomery, C. O., Gaddy, D. & Suva, L. J. The best of both worlds – managing the cancer, saving the bone. Nat. Rev. Endocrinol. 12, 29–42 (2016).","[611.0, 689.0, 1124.0, 719.0]",reference_item,0.85,"[""reference content label: 133. Makhoul, I., Montgomery, C. O., Gaddy, D. & Suva, L. J.""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,52,reference_content,"134. Dupuy, F. et al. PDK1-dependent metabolic reprogramming dictates metastatic potential in breast cancer. Cell Metab. 22, 577–589 (2015).","[611.0, 722.0, 1119.0, 751.0]",reference_item,0.85,"[""reference content label: 134. Dupuy, F. et al. PDK1-dependent metabolic reprogramming""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,53,reference_content,"135. Whitburn, J. et al. Metabolic profiling of prostate cancer in skeletal microenvironments identifies G6PD as a key mediator of growth and survival. Sci. Adv. 8, eabf9096 (2022).","[610.0, 754.0, 1112.0, 782.0]",reference_item,0.85,"[""reference content label: 135. Whitburn, J. et al. Metabolic profiling of prostate can""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,54,reference_content,"136. Stincone, A. et al. The return of metabolism: biochemistry and physiology of the pentose phosphate pathway. Biol. Rev. Camb. Philos. Soc. 90, 927–963 (2015).","[610.0, 784.0, 1121.0, 814.0]",reference_item,0.85,"[""reference content label: 136. Stincone, A. et al. The return of metabolism: biochemis""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,55,reference_content,"137. Tirado, H. A., Balasundaram, N., Laauouimir, L., Erdem, A. & van Gastel, N. Metabolic crosstalk between stromal and malignant cells in the bone marrow niche. Bone Rep. 18, 101669 (2023).","[611.0, 817.0, 1113.0, 861.0]",reference_item,0.85,"[""reference content label: 137. Tirado, H. A., Balasundaram, N., Laauouimir, L., Erdem,""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,56,reference_content,"138. He, X. et al. Bone marrow niche ATP levels determine leukemia-initiating cell activity via P2X7 in leukemic models. J. Clin. Invest 131, e140242 (2021).","[610.0, 864.0, 1114.0, 895.0]",reference_item,0.85,"[""reference content label: 138. He, X. et al. Bone marrow niche ATP levels determine le""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,57,reference_content,"139. Shafat, M. S. et al. Leukemic blasts program bone marrow adipocytes to generate a protumoral microenvironment. Blood 129, 1320–1332 (2017).","[611.0, 896.0, 1093.0, 927.0]",reference_item,0.85,"[""reference content label: 139. Shafat, M. S. et al. Leukemic blasts program bone marro""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,58,reference_content,"140. Vilaplana-Lopera, N. et al. Crosstalk between AML and stromal cells triggers acetate secretion through the metabolic rewiring of stromal cells. Elife  $ \mathbf{11} $, e75908 (2022).","[611.0, 929.0, 1095.0, 958.0]",reference_item,0.85,"[""reference content label: 140. Vilaplana-Lopera, N. et al. Crosstalk between AML and s""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,59,reference_content,"141. Galan-Diez, M. et al. Subversion of serotonin receptor signaling in osteoblasts by kynurenine drives acute myeloid leukemia. Cancer Discov. 12, 1106–1127 (2022).","[611.0, 961.0, 1078.0, 989.0]",reference_item,0.85,"[""reference content label: 141. Galan-Diez, M. et al. Subversion of serotonin receptor ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,60,reference_content,"142. van Gastel, N. et al. Induction of a timed metabolic collapse to overcome cancer chemoresistance. Cell Metab. 32, 391–403.e6 (2020).","[611.0, 993.0, 1078.0, 1022.0]",reference_item,0.85,"[""reference content label: 142. van Gastel, N. et al. Induction of a timed metabolic co""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,61,reference_content,"143. Zhang, W. et al. Stromal control of cystine metabolism promotes cancer cell survival in chronic lymphocytic leukaemia. Nat. Cell Biol. 14, 276–286 (2012).","[611.0, 1025.0, 1114.0, 1055.0]",reference_item,0.85,"[""reference content label: 143. Zhang, W. et al. Stromal control of cystine metabolism ""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,62,reference_content,"144. Panaroni, C. et al. Multiple myeloma cells induce lipolysis in adipocytes and uptake fatty acids through fatty acid transporter proteins. Blood 139, 876–888 (2022).","[610.0, 1057.0, 1118.0, 1087.0]",reference_item,0.85,"[""reference content label: 144. Panaroni, C. et al. Multiple myeloma cells induce lipol""]",reference_item,0.85,reference_zone,reference_like,reference_numeric_dot,True,True
15,63,paragraph_title,Acknowledgements,"[610.0, 1102.0, 767.0, 1119.0]",sub_subsection_heading,0.6,"[""unnumbered paragraph_title, inferred level sub_subsection_heading: Acknowledgements""]",sub_subsection_heading,0.6,tail_nonref_hold_zone,unknown_like,short_fragment,True,True
15,64,text,"The authors thank Fonds voor Wetenschappelijk Onderzoek-Flanders for funding: EOS-GOF8218N, GOB3418N, GOC5120, G071321N, Hercules-I013518N.","[609.0, 1120.0, 1054.0, 1152.0]",backmatter_body,0.6,"[""default body_paragraph for text label"", ""tail_nonref_hold_zone excluded from body flow""]",backmatter_body,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
15,65,paragraph_title,Author contributions,"[609.0, 1166.0, 773.0, 1183.0]",unknown_structural,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Author contributions""]",subsection_heading,0.6,tail_nonref_hold_zone,support_like,none,False,True
15,66,text,The authors contributed equally to all aspects of the article.,"[609.0, 1184.0, 937.0, 1200.0]",body_paragraph,0.6,"[""default body_paragraph for text label"", ""promoted in tail spread from body_paragraph""]",body_paragraph,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
15,67,paragraph_title,Competing interests,"[610.0, 1214.0, 770.0, 1231.0]",unknown_structural,0.6,"[""unnumbered paragraph_title, inferred level subsection_heading: Competing interests""]",subsection_heading,0.6,tail_nonref_hold_zone,unknown_like,short_fragment,False,True
15,68,text,The authors declare no competing interests.,"[613.0, 1235.0, 854.0, 1248.0]",body_paragraph,0.6,"[""default body_paragraph for text label"", ""promoted in tail spread from body_paragraph""]",body_paragraph,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
15,69,paragraph_title,Additional information,"[609.0, 1261.0, 785.0, 1279.0]",backmatter_heading,0.5,"[""backmatter boundary candidate: Additional information""]",backmatter_boundary_candidate,0.5,,unknown_like,none,True,True
15,70,text,"Peer review information Nature Reviews Endocrinology thanks Martina Rauner, Ryan Riddle and the other, anonymous, reviewer(s) for their contribution to the peer review of this work.","[608.0, 1280.0, 1109.0, 1313.0]",backmatter_body,0.6,"[""default body_paragraph for text label"", ""promoted in tail spread from body_paragraph""]",body_paragraph,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
15,71,text,Publisher's note Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.,"[608.0, 1328.0, 1084.0, 1361.0]",backmatter_body,0.6,"[""default body_paragraph for text label"", ""tail_nonref_hold_zone excluded from body flow""]",backmatter_body,0.6,tail_nonref_hold_zone,support_like,none,True,True
15,72,text,Springer Nature or its licensor (e.g. a society or other partner) holds exclusive rights to this article under a publishing agreement with the author(s) or other rightsholder(s); author self-archiving,"[607.0, 1376.0, 1104.0, 1441.0]",backmatter_body,0.6,"[""default body_paragraph for text label"", ""promoted in tail spread from body_paragraph""]",body_paragraph,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
15,73,text,© Springer Nature Limited 2024,"[608.0, 1455.0, 789.0, 1473.0]",backmatter_body,0.6,"[""default body_paragraph for text label"", ""promoted in tail spread from body_paragraph""]",body_paragraph,0.6,tail_nonref_hold_zone,unknown_like,none,True,True
15,74,footer,Nature Reviews Endocrinology | Volume 20 | July 2024 | 399–413,"[76.0, 1524.0, 556.0, 1543.0]",noise,0.9,"[""footer label""]",noise,0.9,,unknown_like,none,False,False
15,75,number,413,"[1092.0, 1524.0, 1124.0, 1542.0]",noise,0.9,"[""page number label""]",noise,0.9,,unknown_like,short_fragment,False,False
